global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,aux_route_consistency_lambda,aux_z_loss_lambda
0.089900,0.089900,P4ML_ML_MOVIELENS1M_ML04_H6_FEAT_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,trial_new_best,movielens1m,1,3,running,0.054500,,,,,,2026-04-17T00:22:37.507796Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML04_h6_feat_up,template,validate_local,H6,M08_h6_compact_validate,h6_compact_feat12_16,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
0.090500,0.090500,P4ML_ML_MOVIELENS1M_ML04_H6_FEAT_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,trial_new_best,movielens1m,1,3,running,0.055100,,,,,,2026-04-17T00:32:35.156157Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML04_h6_feat_up,template,validate_local,H6,M08_h6_compact_validate,h6_compact_feat12_16,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
0.093000,0.093000,P4ML_ML_MOVIELENS1M_ML05_H6_ROUTER_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,trial_new_best,movielens1m,1,4,running,0.056200,,,,,,2026-04-17T00:33:53.238673Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML05_h6_router_up,template,validate_local,H6,M08_h6_compact_validate,h6_compact_router72_84,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
0.093400,0.093400,P4ML_ML_MOVIELENS1M_ML05_H6_ROUTER_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,trial_new_best,movielens1m,1,4,running,0.058500,,,,,,2026-04-17T01:23:53.519961Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML05_h6_router_up,template,validate_local,H6,M08_h6_compact_validate,h6_compact_router72_84,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
0.093700,0.093700,P4ML_ML_MOVIELENS1M_ML07_H6_FEAT_ROUTER_COMBO_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,trial_new_best,movielens1m,1,6,running,0.057400,,,,,,2026-04-17T02:01:23.047609Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML07_h6_feat_router_combo,template,combo_small,H6,M08_h6_compact_validate,h6_feat_router_small_combo,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
0.093700,0.093400,P4ML_ML_MOVIELENS1M_ML05_H6_ROUTER_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,run_complete,movielens1m,1,4,run_complete_no_result,0.058500,,,False,False,,2026-04-17T02:30:15.526557Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML05_h6_router_up,template,validate_local,H6,M08_h6_compact_validate,h6_compact_router72_84,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
0.093700,0.087100,P4ML_ML_MOVIELENS1M_ML01_H6_LR_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,run_complete,movielens1m,1,0,run_complete_no_result,0.057500,,,False,False,,2026-04-17T02:42:44.975798Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML01_h6_lr_core,template,validate_core,H6,M08_h6_compact_validate,current_best_movielens_h6_lr_refine,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
0.093700,0.090200,P4ML_ML_MOVIELENS1M_ML02_H6_LEN_SCOUT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,run_complete,movielens1m,1,1,run_complete_no_result,0.054700,,,False,False,,2026-04-17T02:47:35.563048Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML02_h6_len_scout,template,validate_local,H6,M08_h6_compact_validate,h6_compact_len16_20_24,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
0.093700,0.091500,P4ML_ML_MOVIELENS1M_ML04_H6_FEAT_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,run_complete,movielens1m,1,3,run_complete_no_result,0.057200,,,False,False,,2026-04-17T02:48:43.321733Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML04_h6_feat_up,template,validate_local,H6,M08_h6_compact_validate,h6_compact_feat12_16,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
0.093700,0.090400,P4ML_ML_MOVIELENS1M_ML03_H6_EXPERT_UP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,run_complete,movielens1m,1,2,run_complete_no_result,0.058700,,,False,False,,2026-04-17T03:00:19.102830Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio,ML03_h6_expert_up,template,validate_local,H6,M08_h6_compact_validate,h6_compact_expert2_3,tpe,M08_h6_compact_validate,movielens_portfolio,16,0.0005,0.0001
