global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,aux_route_consistency_lambda,aux_z_loss_lambda
0.017600,0.017600,P4XD_XD_BEAUTY_B07_XFER_REGCOMPACT_H4_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,beauty,1,6,running,0.010800,,,,,,2026-04-16T01:41:55.570408Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B07_xfer_regcompact_h4,template,transfer,H4,beauty_abcd_a04_l04,"small highly regularized prior from beauty, reopened with shorter length and milder dropout",tpe,beauty_abcd_a04_l04,cross_dataset,24,0.0008,0.0002
0.078700,0.078700,P4XD_XD_BEAUTY_B06_XFER_COMPACT_H8_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,beauty,1,5,running,0.070300,,,,,,2026-04-16T01:41:58.574650Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B06_xfer_compact_h8,template,transfer,H8,beauty_abcd_a08_l04,"second compact prior from beauty, using H8 as a slightly richer version of the H7 family",tpe,beauty_abcd_a08_l04,cross_dataset,24,0.0008,0.0002
0.079000,0.079000,P4XD_XD_BEAUTY_B06_XFER_COMPACT_H8_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,beauty,1,5,running,0.077800,,,,,,2026-04-16T01:51:30.065795Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B06_xfer_compact_h8,template,transfer,H8,beauty_abcd_a08_l04,"second compact prior from beauty, using H8 as a slightly richer version of the H7 family",tpe,beauty_abcd_a08_l04,cross_dataset,24,0.0008,0.0002
0.079000,0.069400,P4XD_XD_BEAUTY_B05_XFER_COMPACT_H7_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,beauty,1,4,run_complete_no_result,0.066900,,,False,False,,2026-04-16T02:00:50.332964Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B05_xfer_compact_h7,template,transfer,H7,beauty_abcd_a07_l04,"compact prior from top beauty run, retaining tiny-capacity bias but broadening dropout slightly",tpe,beauty_abcd_a07_l04,cross_dataset,24,0.0008,0.0002
0.079000,0.079000,P4XD_XD_BEAUTY_B06_XFER_COMPACT_H8_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,beauty,1,5,run_complete_no_result,0.077800,,,False,False,,2026-04-16T02:03:01.791708Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B06_xfer_compact_h8,template,transfer,H8,beauty_abcd_a08_l04,"second compact prior from beauty, using H8 as a slightly richer version of the H7 family",tpe,beauty_abcd_a08_l04,cross_dataset,24,0.0008,0.0002
0.079000,0.078400,P4XD_XD_BEAUTY_B07_XFER_REGCOMPACT_H4_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,beauty,1,6,run_complete_no_result,0.073200,,,False,False,,2026-04-16T02:07:01.535476Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B07_xfer_regcompact_h4,template,transfer,H4,beauty_abcd_a04_l04,"small highly regularized prior from beauty, reopened with shorter length and milder dropout",tpe,beauty_abcd_a04_l04,cross_dataset,24,0.0008,0.0002
0.079000,0.070200,P4XD_XD_BEAUTY_B03_XFER_TESTCARRY_H11_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,beauty,1,2,run_complete_no_result,0.063400,,,False,False,,2026-04-16T02:09:12.783495Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B03_xfer_testcarry_h11,template,transfer,H11,beauty_abcd_a11_l04,"second beauty carry-over prior, shifted down from wide H11 into safer search bounds",tpe,beauty_abcd_a11_l04,cross_dataset,24,0.0005,0.0001
0.079000,0.069400,P4XD_XD_BEAUTY_B02_XFER_TESTCARRY_H12_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,beauty,1,1,run_complete_no_result,0.054900,,,False,False,,2026-04-16T02:09:39.061065Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B02_xfer_testcarry_h12,template,transfer,H12,beauty_abcd_a12_l04,"beauty prior with strongest test carry-over, but narrowed toward compact dims",tpe,beauty_abcd_a12_l04,cross_dataset,24,0.0005,0.0001
0.079000,0.070500,P4XD_XD_BEAUTY_B08_XFER_STEADY_H5_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,beauty,1,7,run_complete_no_result,0.066300,,,False,False,,2026-04-16T02:10:28.852219Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B08_xfer_steady_h5,template,transfer,H5,stage1_t11_steady_h5,borrow the broad stable H5 transfer family but keep beauty regularization and lr narrow,tpe,stage1_t11_steady_h5,cross_dataset,24,0.0005,0.0001
0.079000,0.071000,P4XD_XD_BEAUTY_B01_XFER_MIDAUX_AMAZON_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,beauty,1,0,run_complete_no_result,0.069600,,,False,False,,2026-04-16T02:10:54.635893Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,B01_xfer_midaux_amazon,template,transfer,H3,amazon_beauty_a15_t06_midaux_h3,"transfer the amazon winner pattern: H3, len40, d_feat12, expert3, low aux and moderate dropout",tpe,amazon_beauty_a15_t06_midaux_h3,cross_dataset,24,0.0005,0.0001
