stage,dataset,model,model_label,candidate_id,parent_candidate_id,run_phase,run_id,runtime_seed,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,valid_unseen_hit20,test_unseen_mrr20,test_unseen_hit20,valid_main_seen_count,valid_main_unseen_count,test_main_seen_count,test_main_unseen_count,result_path,log_path,elapsed_sec,error,timestamp_utc,params_json
A,beauty,gru4rec,GRU4Rec,A001_L01,A001,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A001_L01_S1,A_BEAUTY_GRU4REC_A001_L01_S1,1,0,ok,0.001,0.0002,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a001_l01_s1_20260414_080559_880863_pid958197.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_2e-04/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A001_L01_S1.log,9.7,,2026-04-14T08:06:06.187061+00:00,"{""dropout"": 0.1, ""hidden_size"": 128, ""inner_size"": 256, ""learning_rate"": 0.0002, ""lr_group"": ""lr_2e-04"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-06}"
A,beauty,gru4rec,GRU4Rec,A001_L02,A001,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A001_L02_S1,A_BEAUTY_GRU4REC_A001_L02_S1,1,1,ok,0.0009,0.0004,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a001_l02_s1_20260414_080600_006043_pid958196.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_6e-04/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A001_L02_S1.log,10.3,,2026-04-14T08:06:06.744411+00:00,"{""dropout"": 0.1, ""hidden_size"": 128, ""inner_size"": 256, ""learning_rate"": 0.0006, ""lr_group"": ""lr_6e-04"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-06}"
A,beauty,gru4rec,GRU4Rec,A001_L03,A001,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A001_L03_S1,A_BEAUTY_GRU4REC_A001_L03_S1,1,4,ok,0.0031,0.0012,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a001_l03_s1_20260414_080600_256291_pid958192.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_1e-03/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A001_L03_S1.log,10.7,,2026-04-14T08:06:07.186244+00:00,"{""dropout"": 0.1, ""hidden_size"": 128, ""inner_size"": 256, ""learning_rate"": 0.0012, ""lr_group"": ""lr_1e-03"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-06}"
A,beauty,gru4rec,GRU4Rec,A001_L04,A001,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A001_L04_S1,A_BEAUTY_GRU4REC_A001_L04_S1,1,5,ok,0.0077,0.001,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a001_l04_s1_20260414_080600_115542_pid958193.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_3e-03/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A001_L04_S1.log,10.6,,2026-04-14T08:06:07.105167+00:00,"{""dropout"": 0.1, ""hidden_size"": 128, ""inner_size"": 256, ""learning_rate"": 0.003, ""lr_group"": ""lr_3e-03"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-06}"
A,beauty,gru4rec,GRU4Rec,A002_L01,A002,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A002_L01_S1,A_BEAUTY_GRU4REC_A002_L01_S1,1,6,ok,0.0003,0.0025,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a002_l01_s1_20260414_080600_021902_pid958195.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_2e-04/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A002_L01_S1.log,9.6,,2026-04-14T08:06:06.092661+00:00,"{""dropout"": 0.2, ""hidden_size"": 96, ""inner_size"": 192, ""learning_rate"": 0.0002, ""lr_group"": ""lr_2e-04"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-05}"
A,beauty,gru4rec,GRU4Rec,A002_L02,A002,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A002_L02_S1,A_BEAUTY_GRU4REC_A002_L02_S1,1,7,ok,0.0004,0.0026,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a002_l02_s1_20260414_080559_810842_pid958194.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_6e-04/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A002_L02_S1.log,10.2,,2026-04-14T08:06:06.658909+00:00,"{""dropout"": 0.2, ""hidden_size"": 96, ""inner_size"": 192, ""learning_rate"": 0.0006, ""lr_group"": ""lr_6e-04"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-05}"
A,beauty,gru4rec,GRU4Rec,A002_L03,A002,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A002_L03_S1,A_BEAUTY_GRU4REC_A002_L03_S1,1,6,ok,0.0004,0.0025,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a002_l03_s1_20260414_080609_471502_pid958375.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_1e-03/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A002_L03_S1.log,8.4,,2026-04-14T08:06:14.510680+00:00,"{""dropout"": 0.2, ""hidden_size"": 96, ""inner_size"": 192, ""learning_rate"": 0.0012, ""lr_group"": ""lr_1e-03"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-05}"
A,beauty,gru4rec,GRU4Rec,A002_L04,A002,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A002_L04_S1,A_BEAUTY_GRU4REC_A002_L04_S1,1,0,ok,0.0033,0.0012,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a002_l04_s1_20260414_080609_645373_pid958376.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_3e-03/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A002_L04_S1.log,10.1,,2026-04-14T08:06:16.305307+00:00,"{""dropout"": 0.2, ""hidden_size"": 96, ""inner_size"": 192, ""learning_rate"": 0.003, ""lr_group"": ""lr_3e-03"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 1e-05}"
A,beauty,gru4rec,GRU4Rec,A003_L01,A003,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A003_L01_S1,A_BEAUTY_GRU4REC_A003_L01_S1,1,7,ok,0.0016,0.0002,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a003_l01_s1_20260414_080610_272248_pid958377.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_2e-04/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A003_L01_S1.log,9.8,,2026-04-14T08:06:16.473714+00:00,"{""dropout"": 0.3, ""hidden_size"": 160, ""inner_size"": 320, ""learning_rate"": 0.0002, ""lr_group"": ""lr_2e-04"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 0.0001}"
A,beauty,gru4rec,GRU4Rec,A003_L02,A003,ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A003_L02_S1,A_BEAUTY_GRU4REC_A003_L02_S1,1,1,ok,0.0014,0.0002,0.0,0.0,0.0,0.0,498,129,349,248,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_abcd_v2_lean_a_dbeauty_mgru4rec_a003_l02_s1_20260414_080610_292287_pid958379.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/ABCD_v2_lean/beauty/gru4rec/stageA/lr_groups/lr_6e-04/logs/ABCD_v2_lean_A_DBEAUTY_MGRU4REC_A003_L02_S1.log,9.3,,2026-04-14T08:06:16.025213+00:00,"{""dropout"": 0.3, ""hidden_size"": 160, ""inner_size"": 320, ""learning_rate"": 0.0006, ""lr_group"": ""lr_6e-04"", ""max_len"": 50, ""num_layers"": 1, ""weight_decay"": 0.0001}"
