question,stage,dataset,model,family,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc,best_valid_mean,test_mean,best_valid_seen_mean,test_seen_mean,best_valid_seen_mrr20,test_seen_mrr20,test_seen_hit10,test_seen_ndcg20
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_EXTRA_ATTN_R01_S3,,A06_BEAUTY_EXTRA_ATTN_R01_S3,extra_attn,Extra Attention Without New Role,1,beauty_top01_rfmoe,3,860008,resume,ok,overall_seen_target,0.18444444444444447,0.1560111111111111,0.1312,0.1128,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_extra_attn_r01_s3_20260418_183450_181219_pid681947.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_EXTRA_ATTN_R01_S3.log,658.3118698596954,,2026-04-19T02:51:13.952726Z,0.18444444444444447,0.1560111111111111,0.18443593753534093,0.15600181992740894,0.13119560497554986,0.11276398762622203,0.22242032538444395,0.15366137798536003
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_EXTRA_ATTN_R02_S3,,A06_BEAUTY_EXTRA_ATTN_R02_S3,extra_attn,Extra Attention Without New Role,2,beauty_top02_rfmoe,3,860016,resume,ok,overall_seen_target,0.1829888888888889,0.15986086556216236,0.133,0.1161,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_extra_attn_r02_s3_20260418_184657_391362_pid682255.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_EXTRA_ATTN_R02_S3.log,584.1644051074982,,2026-04-19T02:51:13.960204Z,0.1829888888888889,0.15985555555555556,0.18297674005402761,0.15986086556216236,0.13295800423103354,0.1160844594965819,0.2284377089369289,0.1563853456397776
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_EXTRA_ATTN_R03_S3,,A06_BEAUTY_EXTRA_ATTN_R03_S3,extra_attn,Extra Attention Without New Role,3,beauty_top03_rfmoe,3,860024,resume,ok,overall_seen_target,0.18411616465619116,0.16126666666666667,0.1339,0.1191,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_extra_attn_r03_s3_20260418_185657_821788_pid682458.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_EXTRA_ATTN_R03_S3.log,520.107878446579,,2026-04-19T02:51:13.967717Z,0.1841111111111111,0.16126666666666667,0.18411616465619116,0.161259127281682,0.13392154192367153,0.11911687818639179,0.22487185201693782,0.15829584904800473
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_IDENTICAL_SCOPE_R01_S3,,A06_BEAUTY_IDENTICAL_SCOPE_R01_S3,identical_scope,All Stages Same Scope,1,beauty_top01_rfmoe,3,860006,resume,ok,overall_seen_target,0.18480054838235557,0.15777387088557437,0.1311,0.1127,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_identical_scope_r01_s3_20260418_183450_302730_pid681942.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_IDENTICAL_SCOPE_R01_S3.log,727.1607177257538,,2026-04-19T02:51:13.950767Z,0.18480000000000002,0.15775555555555557,0.18480054838235557,0.15777387088557437,0.13112929245301164,0.11272121710171008,0.229997771339425,0.1542150384968789
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_IDENTICAL_SCOPE_R02_S3,,A06_BEAUTY_IDENTICAL_SCOPE_R02_S3,identical_scope,All Stages Same Scope,2,beauty_top02_rfmoe,3,860014,resume,ok,overall_seen_target,0.18812279894040165,0.15554444444444446,0.136,0.1132,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_identical_scope_r02_s3_20260418_184650_298507_pid682227.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_IDENTICAL_SCOPE_R02_S3.log,536.550835609436,,2026-04-19T02:51:13.958304Z,0.18812222222222225,0.15554444444444446,0.18812279894040165,0.15552511337354982,0.13599935452661913,0.11315091398150452,0.22130599509694673,0.15315117387934202
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_IDENTICAL_SCOPE_R03_S3,,A06_BEAUTY_IDENTICAL_SCOPE_R03_S3,identical_scope,All Stages Same Scope,3,beauty_top03_rfmoe,3,860022,resume,ok,overall_seen_target,0.18133333333333335,0.15176843165822917,0.1325,0.1115,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_identical_scope_r03_s3_20260418_185633_917723_pid682418.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_IDENTICAL_SCOPE_R03_S3.log,450.83534479141235,,2026-04-19T02:51:13.965908Z,0.18133333333333335,0.15176666666666666,0.18132556845952663,0.15176843165822917,0.13247239869248645,0.11146233937696223,0.2148428794294629,0.1484796023691633
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_ORIGINAL_SCOPE_R01_S3,,A06_BEAUTY_ORIGINAL_SCOPE_R01_S3,original_scope,Correct Temporal Roles,1,beauty_top01_rfmoe,3,860005,resume,ok,overall_seen_target,0.18491195111457184,0.15736854416322965,0.1334,0.1142,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_original_scope_r01_s3_20260418_183450_298278_pid681941.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_ORIGINAL_SCOPE_R01_S3.log,627.0888106822968,,2026-04-19T02:51:13.949828Z,0.1849,0.15735555555555558,0.18491195111457184,0.15736854416322965,0.13340646259541317,0.11418911728842741,0.22754624470693113,0.15439331595951342
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_ORIGINAL_SCOPE_R02_S3,,A06_BEAUTY_ORIGINAL_SCOPE_R02_S3,original_scope,Correct Temporal Roles,2,beauty_top02_rfmoe,3,860013,resume,ok,overall_seen_target,0.18813728690588463,0.1554666666666667,0.136,0.1131,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_original_scope_r02_s3_20260418_184637_041837_pid682205.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_ORIGINAL_SCOPE_R02_S3.log,579.3729450702667,,2026-04-19T02:51:13.957314Z,0.18813333333333335,0.1554666666666667,0.18813728690588463,0.15546535687700108,0.13599689146608268,0.11311549976956267,0.22130599509694673,0.1531231185163558
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_ORIGINAL_SCOPE_R03_S3,,A06_BEAUTY_ORIGINAL_SCOPE_R03_S3,original_scope,Correct Temporal Roles,3,beauty_top03_rfmoe,3,860021,resume,ok,overall_seen_target,0.18364725528984358,0.15525555555555556,0.1313,0.1125,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_original_scope_r03_s3_20260418_185616_526585_pid682393.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_ORIGINAL_SCOPE_R03_S3.log,484.6857283115387,,2026-04-19T02:51:13.965020Z,0.18364444444444444,0.15525555555555556,0.18364725528984358,0.1552489096001265,0.13126043862935616,0.11251799642362227,0.22063739692444842,0.1526674272947915
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_SCOPE_SWAP_R01_S3,,A06_BEAUTY_SCOPE_SWAP_R01_S3,scope_swap,Wrong Temporal Scope Assignment,1,beauty_top01_rfmoe,3,860007,resume,ok,overall_seen_target,0.18491174421158796,0.15748784071219146,0.1331,0.1136,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_scope_swap_r01_s3_20260418_183450_246279_pid681943.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_SCOPE_SWAP_R01_S3.log,630.47807264328,,2026-04-19T02:51:13.951716Z,0.1849111111111111,0.15747777777777777,0.18491174421158796,0.15748784071219146,0.1330650670821935,0.11361531533196266,0.22821484287942947,0.15428449476857162
