global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,aux_route_consistency_lambda,aux_z_loss_lambda
0.013900,0.013900,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E04_H7_FEAT24_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,3,running,0.105800,,,,,,2026-04-15T06:19:43.582893Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E04_h7_feat24,template,exploit,H7,T09_feat24_h7,"s1_valid=0.0141,test=0.1116",tpe,T09_feat24_h7,stage2,16,0.0005,0.0001
0.014100,0.014100,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E01_H14HI_E4_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,0,running,0.112400,,,,,,2026-04-15T06:19:52.592701Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E01_h14hi_e4,template,exploit,H14,T06_capacity_h14_hi,"s1_valid=0.0147,test=0.1117",tpe,T06_capacity_h14_hi,stage2,16,0.0005,0.0001
0.014200,0.014200,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E02_H6_E2_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,1,running,0.111700,,,,,,2026-04-15T06:24:07.866918Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E02_h6_e2_core,template,exploit,H6,T10_expert2_h6,"s1_valid=0.0147,test=0.1114",tpe,T10_expert2_h6,stage2,16,0.0005,0.0001
0.014300,0.014300,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E01_H14HI_E4_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,0,running,0.112000,,,,,,2026-04-15T06:27:53.111241Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E01_h14hi_e4,template,exploit,H14,T06_capacity_h14_hi,"s1_valid=0.0147,test=0.1117",tpe,T06_capacity_h14_hi,stage2,16,0.0005,0.0001
0.014500,0.014500,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E02_H6_E2_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,1,running,0.111200,,,,,,2026-04-15T06:31:23.344592Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E02_h6_e2_core,template,exploit,H6,T10_expert2_h6,"s1_valid=0.0147,test=0.1114",tpe,T10_expert2_h6,stage2,16,0.0005,0.0001
0.014700,0.014700,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E01_H14HI_E4_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,0,running,0.112000,,,,,,2026-04-15T06:31:50.376709Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E01_h14hi_e4,template,exploit,H14,T06_capacity_h14_hi,"s1_valid=0.0147,test=0.1117",tpe,T06_capacity_h14_hi,stage2,16,0.0005,0.0001
0.014800,0.014800,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E02_H6_E2_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,1,running,0.111300,,,,,,2026-04-15T06:35:20.604897Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E02_h6_e2_core,template,exploit,H6,T10_expert2_h6,"s1_valid=0.0147,test=0.1114",tpe,T10_expert2_h6,stage2,16,0.0005,0.0001
0.014800,0.014100,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E04_H7_FEAT24_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,run_complete,KuaiRecLargeStrictPosV2_0.2,1,3,run_complete_no_result,0.111900,,,False,False,,2026-04-15T06:41:47.116673Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E04_h7_feat24,template,exploit,H7,T09_feat24_h7,"s1_valid=0.0141,test=0.1116",tpe,T09_feat24_h7,stage2,16,0.0005,0.0001
0.014800,0.013900,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E05_H7_LRHI_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete_no_result,0.106800,,,False,False,,2026-04-15T06:43:38.021979Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E05_h7_lrhi,template,exploit,H7,T03_lrhi_h7,"s1_valid=0.0140,test=0.1122",tpe,T03_lrhi_h7,stage2,16,0.0005,0.0001
0.014800,0.014100,P4S2_S2_KUAIRECLARGESTRICTPOSV2_0_2_E03_H11_E2_FAST_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,run_complete,KuaiRecLargeStrictPosV2_0.2,1,2,run_complete_no_result,0.111100,,,False,False,,2026-04-15T06:45:01.639019Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage2,E03_h11_e2_fast,template,exploit,H11,T16_fastwide_h11,"s1_valid=0.0143,test=0.1114",tpe,T16_fastwide_h11,stage2,16,0.0008,0.0002
